Marque,CarType,FuelType,Gearbox,ManufacturingDate,Engine_l,Power_kW,Mileage_km,Price_euro
Volkswagen Passat, wagon        ,Diesel,Manual,2016,1.6,88,222041,9950
Mitsubishi Outlander, suv / off-road        ,Diesel,Automatic,2013,2.2,110,199000,9989
Toyota Auris, hatchback        ,Petrol / electricity,Automatic,2015,1.8,73,32700,9990
Dodge Ram, pick-up        ,Petrol,Automatic,2011,5.7,291,226918,10000
Audi Q5, suv / off-road        ,Diesel,Automatic,2009,3.0,176,,10100
Volvo V70, wagon        ,Diesel,Automatic,2014,2.4,158,249000,10170
Renault Grand Scenic, mpv / minivan        ,Diesel,Manual,2017,1.5,81,190000,10195
Cadillac SRX, suv / off-road        ,Petrol,Automatic,2013,3.6,,59400,10199
Audi Q5, suv / off-road        ,Diesel,Automatic,2009,2.0,125,140100,10200
Volvo XC60, suv / off-road        ,Diesel,Automatic,2011,2.4,120,251212,10270
Peugeot 208, hatchback        ,Petrol,Manual,2020,1.2,74,88,10300
Mitsubishi Outlander, suv / off-road        ,Diesel,Manual,2015,2.2,110,,10300
Land Rover Evoque, suv / off-road        ,Diesel,Automatic,2012,2.2,140,200000,10300
BMW 520, saloon / sedan        ,Diesel,Automatic,2011,2.0,135,180231,10450
Renault Kadjar, suv / off-road        ,Diesel,Automatic,2016,1.5,81,99000,10500
BMW 535, saloon / sedan        ,Petrol,Automatic,2011,3.0,225,168000,10500
BMW 520, saloon / sedan        ,Diesel,Automatic,2010,2.0,135,278000,10500
Volvo XC60, suv / off-road        ,Diesel,Automatic,2012,2.0,120,224500,10500
BMW 420, saloon / sedan        ,Petrol,Automatic,2016,2.0,,141000,10500
BMW 525, saloon / sedan        ,Diesel,Automatic,2010,3.0,150,161000,10500
Renault Grand Scenic, mpv / minivan        ,Diesel,Automatic,2018,1.5,81,149000,10550
Volkswagen Tiguan, suv / off-road        ,Diesel,Manual,2013,2.0,103,249000,10550
Audi A3, hatchback        ,Diesel,Automatic,2016,1.6,81,145800,10660
Opel Zafira tourer, mpv / minivan        ,Diesel,Manual,2015,1.6,100,170915,10700
Mitsubishi Outlander, suv / off-road        ,Diesel,Manual,2016,2.3,110,240000,10700
Volvo V60, wagon        ,Diesel / electricity,Automatic,2013,2.4,208,198740,10750
BMW X3, suv / off-road        ,Diesel,Manual,2014,2.0,110,296113,10750
Audi Q5, suv / off-road        ,Diesel,Automatic,2010,3.0,176,270000,10800
BMW 218 Active Tourer, hatchback        ,Diesel,Manual,2015,2.0,110,164650,10900
BMW 320, saloon / sedan        ,Diesel,Manual,2013,2.0,135,195000,10950
Ford Focus, hatchback        ,Petrol,Manual,2019,1.0,,6900,10999
Volkswagen Passat, wagon        ,Diesel,Automatic,2015,1.6,88,251093,11000
Audi Q5, suv / off-road        ,Petrol,Automatic,2015,2.0,165,127000,11100
Ford Transit Custom, mpv / minivan        ,Diesel,Manual,2014,2.2,114,242170,11200
Volvo XC70, wagon        ,Petrol,Automatic,2013,3.2,179,99000,11200
Renault Talisman, saloon / sedan        ,Diesel,Automatic,2016,1.6,118,,11300
Audi Q5, suv / off-road        ,Diesel,Automatic,2010,3.0,176,300000,11333
Hyundai Santa Fe, suv / off-road        ,Petrol,Automatic,2013,2.0,197,169000,11400
Skoda Superb, hatchback        ,Diesel,Automatic,2017,1.6,88,186400,11400
Volkswagen Golf, wagon        ,Diesel,Automatic,2017,2.0,110,105278,11400
Audi A6, saloon / sedan        ,Diesel,Automatic,2011,2.0,130,252900,11450
Volkswagen Passat CC, saloon / sedan        ,Petrol,Automatic,2013,2.0,147,93000,11500
Nissan Murano, suv / off-road        ,Diesel,Automatic,2013,2.5,140,180000,11500
Audi A4, wagon        ,Diesel,Automatic,2014,2.0,130,152000,11500
BMW 318 Gran turismo, hatchback        ,Diesel,Manual,2015,2.0,105,200000,11600
Audi A4, wagon        ,Diesel,Manual,2015,2.0,88,163802,11650
Nissan Leaf, hatchback        ,Electricity,Automatic,2017,hatchback,80,168518,11650
Toyota Auris, wagon        ,Petrol / electricity,Automatic,2017,1.8,100,139595,11750
Skoda Octavia, hatchback        ,Diesel,Manual,2017,1.6,85,94600,11800
Volkswagen Touareg, suv / off-road        ,Diesel,Automatic,2011,3.0,177,270000,11800
Renault Captur, suv / off-road        ,Diesel,Manual,2018,1.5,,76000,11850
Toyota Corolla, saloon / sedan        ,Petrol,Automatic,2017,1.6,97,45500,11856
Mazda 6, wagon        ,Diesel,Automatic,2015,2.2,129,186000,11900
Toyota Yaris, hatchback        ,Petrol / electricity,Automatic,2016,1.5,74,95583,11900
Audi A5, hatchback        ,Diesel,Automatic,2012,3.0,230,280000,11900
Ford S-MAX, mpv / minivan        ,Diesel,Automatic,2016,2.0,156,186543,11900
BMW X1, suv / off-road        ,Diesel,Automatic,2014,2.0,105,159000,11990
Ford Kuga, suv / off-road        ,Diesel,Automatic,2017,2.0,110,236799,11999
Hyundai Tucson, suv / off-road        ,Diesel,Manual,2015,2.0,100,225162,11999
Hyundai Santa Fe, suv / off-road        ,Diesel,Automatic,2012,2.2,145,181000,12000
Skoda Octavia, hatchback        ,Diesel,Manual,2018,1.6,85,73790,12066
Skoda Superb, wagon        ,Diesel,Automatic,2017,2.0,110,179200,12150
Chevrolet Camaro, convertible        ,Petrol,Automatic,2017,6.2,333,149669,12200
Skoda Octavia, hatchback        ,Diesel,Manual,2018,1.6,85,41460,12230
Volvo V60, wagon        ,Diesel,Automatic,2015,2.0,88,188780,12250
Nissan Leaf, mpv / minivan        ,Electricity,Automatic,2016,mpv,80,59000,12300
BMW X5, suv / off-road        ,Diesel,Automatic,2008,3.0,173,182000,12300
Volvo XC60, suv / off-road        ,Diesel,Automatic,2011,2.4,151,165000,12300
BMW 528, saloon / sedan        ,Petrol,Automatic,2012,2.0,180,215000,12380
Volkswagen Passat, wagon        ,Petrol,Automatic,2015,1.4,110,236000,12500
Chrysler Pacifica, mpv / minivan        ,Petrol,Automatic,2018,3.6,214,92456,12500
BMW 335, saloon / sedan        ,Petrol,Automatic,2013,3.0,225,187000,12500
Skoda Superb, wagon        ,Diesel,Automatic,2017,2.0,110,170304,12560
Skoda Superb, wagon        ,Diesel,Automatic,2016,2.0,140,170600,12730
Skoda Superb, wagon        ,Diesel,Automatic,2017,2.0,110,173158,12800
Skoda Superb, hatchback        ,Diesel,Automatic,2017,2.0,110,184450,12800
Kia Sorento, mpv / minivan        ,Diesel,Automatic,2015,2.2,,160000,12800
Lexus RX 450h, suv / off-road        ,Petrol / electricity,Automatic,2012,3.5,185,355000,12900
Volkswagen Passat, wagon        ,Diesel,Automatic,2015,2.0,110,193752,12900
Volkswagen Transporter, passenger vans        ,Diesel,Manual,2015,2.0,75,192325,12900
Lexus CT 200h, hatchback        ,Petrol / electricity,Automatic,2011,1.8,100,68700,12900
Lexus RX 450h, suv / off-road        ,Petrol / electricity,Automatic,2010,3.5,250,289000,12900
BMW 535, saloon / sedan        ,Petrol,Automatic,2011,3.0,225,199000,12950
Chrysler Town & Country, mpv / minivan        ,Petrol,Automatic,2014,3.6,214,112000,12999
Volkswagen Multivan, passenger vans        ,Diesel,Automatic,2008,2.5,128,207000,12999
BMW 530, wagon        ,Diesel,Automatic,2013,3.0,190,130879,13000
Audi A6, saloon / sedan        ,Diesel,Automatic,2011,3.0,180,218000,13100
BMW 535, wagon        ,Diesel,Automatic,2012,3.0,220,307040,13100
Volkswagen Passat, wagon        ,Diesel,Manual,2017,2.0,110,151000,13200
Volvo XC60, suv / off-road        ,Diesel,Manual,2015,2.0,100,167275,13256
Honda CR-V, suv / off-road        ,Petrol,Automatic,2016,2.0,114,166000,13300
BMW 530, saloon / sedan        ,Diesel,Automatic,2010,saloon,230,237000,13350
Mercedes-Benz GLK220, suv / off-road        ,Diesel,Automatic,2012,2.1,125,181900,13400
Mazda CX-5, suv / off-road        ,Diesel,Automatic,2016,2.2,110,150436,13450
Mercedes-Benz E220, saloon / sedan        ,Diesel,Automatic,2016,2.0,100,196231,13500
BMW 220 Gran Tourer, mpv / minivan        ,Diesel,Automatic,2017,2.0,120,198400,13556
Skoda Octavia, saloon / sedan        ,Petrol,Automatic,2016,1.4,110,38000,13700
Nissan Qashqai, suv / off-road        ,Diesel,Automatic,2016,1.6,96,136117,13750
Volkswagen Touareg, suv / off-road        ,Diesel,Automatic,2012,3.0,180,251000,13800
Mercedes-Benz E350, saloon / sedan        ,Diesel,Automatic,2013,3.0,170,288000,13800
Skoda Superb, hatchback        ,Diesel,Automatic,2017,2.0,140,184341,13800
Volkswagen Passat Alltrack, wagon        ,Diesel,Automatic,2016,2.0,140,177300,13900
Dodge Challenger, coupe        ,Petrol,Automatic,2017,5.7,,55793,13900
Volkswagen Tiguan, suv / off-road        ,Petrol,Automatic,2014,1.4,118,49000,13950
Volkswagen Sharan, mpv / minivan        ,Diesel,Manual,2012,2.0,103,179711,13950
BMW 530 Gran Turismo, hatchback        ,Diesel,Automatic,2011,3.0,180,282000,13950
BMW X1, suv / off-road        ,Diesel,Automatic,2016,2.0,100,163645,13956
Mitsubishi Outlander, suv / off-road        ,Petrol,Automatic,2015,2.0,110,115300,13990
Kia cee'd, hatchback        ,Petrol,Manual,2021,1.0,74,0,13990
Jaguar XF, saloon / sedan        ,Diesel,Automatic,2016,2.0,135,180000,13999
Mercedes-Benz S320, saloon / sedan        ,Diesel,Automatic,2009,saloon,173,377292,14100
Volkswagen Passat, wagon        ,Diesel,Automatic,2017,2.0,110,161000,14200
Volkswagen Touran, mpv / minivan        ,Petrol,Automatic,2016,1.4,110,135322,14555
Volvo XC60, suv / off-road        ,Diesel,Manual,2016,2.0,110,148689,14556
Kia cee'd, hatchback        ,Petrol,Manual,2021,1.0,73,0,14640
Lexus RX 450h, suv / off-road        ,Petrol / electricity,Automatic,2011,3.5,183,185000,14650
Volvo V60, wagon        ,Diesel,Automatic,2015,2.0,140,97617,14850
Audi Q5, suv / off-road        ,Petrol,Automatic,2015,2.0,165,141000,14856
BMW 330, saloon / sedan        ,Petrol / electricity,Automatic,2017,saloon,135,155150,14880
Mercedes-Benz V220, mpv / minivan        ,Diesel,Automatic,2015,2.2,120,290000,14900
Volvo XC60, mpv / minivan        ,Diesel,Automatic,2017,2.0,110,239000,14900
Hyundai Santa Fe, suv / off-road        ,Petrol,Automatic,2016,2.4,121,109000,14900
Chevrolet Camaro, coupe        ,Petrol,Automatic,2020,3.6,,44380,14900
Volvo XC60, suv / off-road        ,Diesel,Manual,2015,2.0,100,225151,14950
Volvo XC60, suv / off-road        ,Diesel,Manual,2014,2.0,100,232521,14950
Land Rover Range Rover Sport, suv / off-road        ,Petrol,Automatic,2010,5.0,285,174000,14950
Skoda Superb, wagon        ,Diesel,Automatic,2017,2.0,110,83640,14956
Opel Insignia, wagon        ,Diesel,Automatic,2017,2.0,125,151922,14990
Volvo S60, saloon / sedan        ,Petrol,Automatic,2017,2.0,180,60000,14990
BMW 530 Gran Turismo, hatchback        ,Diesel,Automatic,2010,3.0,180,268000,14992
Opel Insignia, wagon        ,Diesel,Automatic,2018,1.6,100,44000,15000
Fiat 500X, suv / off-road        ,Petrol,Automatic,2019,1.3,111,13527,15000
Mercedes-Benz CLS350, saloon / sedan        ,Diesel,Automatic,2011,3.0,190,238000,15000
BMW X3, suv / off-road        ,Diesel,Automatic,2015,2.0,135,206000,15200
Volkswagen Crafter, passenger vans        ,Diesel,Manual,2014,2.0,100,,15450
Ford Mustang, coupe        ,Petrol,Manual,2019,5.0,,22206,15500
Mercedes-Benz GLA200, suv / off-road        ,Petrol,Automatic,2016,1.6,115,124352,15556
Jaguar XF, saloon / sedan        ,Diesel,Automatic,2016,2.0,120,141840,15756
Peugeot 2008, suv / off-road        ,Petrol,Manual,2021,1.2,74,0,15900
Volvo XC60, suv / off-road        ,Petrol,Automatic,2015,2.0,,128000,16000
Volkswagen Passat, wagon        ,Diesel,Automatic,2015,2.0,110,203000,16200
Hyundai Santa Fe, suv / off-road        ,Diesel,Automatic,2014,2.2,145,208244,16200
Lexus IS 300h, saloon / sedan        ,Petrol / electricity,Automatic,2015,2.5,133,239497,16200
Volkswagen Caravelle, passenger vans        ,Diesel,Manual,2016,2.0,110,,16450
BMW 530, saloon / sedan        ,Diesel,Automatic,2014,3.0,190,120000,16450
Acura RLX, saloon / sedan        ,Petrol,Automatic,2014,3.5,228,154000,16500
BMW 420, coupe        ,Diesel,Automatic,2014,2.0,135,210000,16700
Audi A4, wagon        ,Diesel,Automatic,2017,2.0,110,123874,16700
Volvo XC60, suv / off-road        ,Diesel,Manual,2014,2.4,133,218000,16700
Volkswagen Golf, hatchback        ,Petrol / electricity,Automatic,2016,1.4,110,131425,16999
Subaru Impreza  WRX, saloon / sedan        ,Petrol,Manual,2003,2.0,195,127000,17000
Volkswagen Passat, saloon / sedan        ,Petrol,Automatic,2018,1.4,92,106200,17250
BMW 530, saloon / sedan        ,Diesel,Automatic,2015,3.0,190,171000,17300
Cadillac ELR, coupe        ,Petrol / electricity,Automatic,2014,1.4,,78000,17500
Audi Q7, suv / off-road        ,Diesel,Automatic,2013,3.0,180,179400,17600
Subaru Forester, suv / off-road        ,Petrol,Automatic,2017,2.0,110,82800,17850
Audi A4 ALLROAD, wagon        ,Diesel,Automatic,2016,3.0,160,220000,17900
BMW 335, saloon / sedan        ,Petrol,Automatic,2013,3.0,225,107000,17900
Citroen Spacetourer, passenger vans        ,Diesel,Automatic,2017,2.0,130,,17900
Volkswagen Passat, wagon        ,Diesel,Automatic,2017,2.0,110,130964,17950
Volkswagen Passat, saloon / sedan        ,Petrol,Automatic,2018,1.4,92,86300,17950
Nissan Leaf, hatchback        ,Electricity,Automatic,2018,hatchback,110,27000,17999
Skoda Superb, saloon / sedan        ,Petrol,Automatic,2019,1.5,110,31822,18500
Mercedes-Benz CLA250, saloon / sedan        ,Petrol,Automatic,2015,2.0,155,62000,18500
Audi A4, wagon        ,Diesel,Automatic,2016,2.0,140,152900,18690
Hyundai Tucson, suv / off-road        ,Diesel,Automatic,2017,1.7,104,86000,18760
BMW 530 Gran Turismo, hatchback        ,Diesel,Automatic,2014,3.0,190,192785,18800
Ford Puma, suv / off-road        ,Petrol,Manual,2020,1.0,70,0,18850
Skoda Karoq, suv / off-road        ,Diesel,Automatic,2018,2.0,110,48000,18900
Kia Stonic, suv / off-road        ,Petrol,Automatic,2020,1.0,88,3000,18900
Skoda Superb, hatchback        ,Diesel,Automatic,2016,2.0,140,81479,18900
Toyota C-HR, suv / off-road        ,Petrol / electricity,Automatic,2017,1.8,90,16900,18900
Skoda Kodiaq, suv / off-road        ,Diesel,Automatic,2017,2.0,110,196400,18925
Audi A7 SPORTBACK, saloon / sedan        ,Petrol,Automatic,2011,3.0,220,125000,18990
BMW 320, wagon        ,Diesel,Automatic,2015,2.0,140,142050,18991
Volvo V40, hatchback        ,Diesel,Automatic,2019,2.0,110,24000,19000
Ford Mondeo, saloon / sedan        ,Petrol / electricity,Automatic,2018,2.0,103,23000,19370
Subaru Forester, suv / off-road        ,Petrol,Automatic,2019,2.5,134,11843,19480
Audi Q5, suv / off-road        ,Petrol,Automatic,2016,3.0,200,53600,19500
Toyota RAV4, other        ,Petrol / electricity,Automatic,2016,2.5,145,94056,19700
Toyota C-HR, suv / off-road        ,Petrol / electricity,Automatic,2019,1.8,90,29500,19800
Subaru Impreza  WRX, saloon / sedan        ,Petrol,Manual,2015,2.5,221,94000,19900
Mercedes-Benz E220, saloon / sedan        ,Diesel,Automatic,2016,2.0,143,284000,19900
Lexus NX 300h, suv / off-road        ,Petrol / electricity,Automatic,2016,2.5,145,70170,19900
BMW i3, hatchback        ,Electricity,Automatic,2017,hatchback,125,9052,19999
Lexus NX 300h, suv / off-road        ,Petrol / electricity,Automatic,2018,2.5,145,45626,20400
BMW i3, hatchback        ,Electricity,Automatic,2017,hatchback,125,27137,20850
Lexus NX 300h, suv / off-road        ,Petrol / electricity,Automatic,2016,2.5,145,195103,21370
Hyundai Tucson, suv / off-road        ,Petrol,Automatic,2017,1.6,130,69500,21450
BMW X1, suv / off-road        ,Petrol,Automatic,2016,2.0,170,40000,21500
Mercedes-Benz ML350, suv / off-road        ,Petrol,Automatic,2012,3.5,225,125000,21700
Kia Sportage, suv / off-road        ,Petrol,Automatic,2021,1.6,130,0,22290
BMW 330, saloon / sedan        ,Petrol / electricity,Automatic,2017,2.0,185,100000,22350
Mercedes-Benz S350, saloon / sedan        ,Diesel,Automatic,2014,3.0,190,235000,22500
Toyota RAV4, suv / off-road        ,Petrol / electricity,Automatic,2018,2.5,114,13500,22800
Porsche Cayenne, suv / off-road        ,Diesel,Automatic,2012,3.0,180,113000,23000
Toyota Land Cruiser, suv / off-road        ,Diesel,Automatic,2008,4.5,210,230000,23000
Cadillac Escalade, suv / off-road        ,Petrol,Automatic,2017,6.2,,74000,23000
BMW X4, suv / off-road        ,Diesel,Automatic,2016,3.0,190,54150,23200
Kia Sportage, suv / off-road        ,Petrol,Automatic,2020,1.6,130,326,23289
Audi A6, wagon        ,Diesel,Automatic,2015,3.0,200,189321,23500
Lexus UX 250h, suv / off-road        ,Petrol / electricity,Automatic,2019,2.0,130,40385,23600
Chevrolet Camaro, coupe        ,Petrol,Automatic,2017,2.0,202,84372,23900
Ford Mustang, coupe        ,Petrol,Manual,2016,5.0,324,76000,23900
Porsche Cayenne, suv / off-road        ,Diesel,Automatic,2011,3.0,180,150732,24300
Mercedes-Benz CLA250, saloon / sedan        ,Petrol,Automatic,2019,2.0,155,10000,24499
Lexus UX 250h, suv / off-road        ,Petrol / electricity,Automatic,2019,2.0,130,14562,24500
Mercedes-Benz ML350, suv / off-road        ,Diesel,Automatic,2013,3.0,190,198000,24900
Mercedes-Benz GLE350, suv / off-road        ,Diesel,Automatic,2013,3.0,190,198000,24900
Toyota C-HR, suv / off-road        ,Petrol / electricity,Automatic,2020,1.8,90,3000,25700
BMW 320, wagon        ,Diesel,Automatic,2017,2.0,140,59600,25991
BMW X5, suv / off-road        ,Petrol,Automatic,2017,3.0,225,91301,25999
Lexus UX 250h, suv / off-road        ,Petrol / electricity,Automatic,2019,2.0,130,11000,26100
Audi A6 ALLROAD, wagon        ,Diesel,Automatic,2016,3.0,200,144500,26850
Audi SQ5, suv / off-road        ,Diesel,Automatic,2014,3.0,230,122500,27500
Audi A6, saloon / sedan        ,Diesel,Automatic,2015,3.0,240,153000,28000
Lexus NX 300h, suv / off-road        ,Petrol / electricity,Automatic,2017,2.5,145,99195,28900
Volkswagen Tiguan Allspace, suv / off-road        ,Petrol,Automatic,2018,2.0,137,12200,28900
Mercedes-Benz GLC Coupe 220, coupe        ,Diesel,Automatic,2016,2.1,125,199000,28900
BMW 330, saloon / sedan        ,Petrol,Automatic,2019,2.0,190,21400,29090
Mercedes-Benz S350, saloon / sedan        ,Diesel,Automatic,2013,3.0,190,,29500
Jeep Grand Cherokee, suv / off-road        ,Petrol,Automatic,2017,3.6,210,45000,29999
BMW 330, saloon / sedan        ,Petrol,Automatic,2019,2.0,190,8006,30300
Toyota Sienna, mpv / minivan        ,Petrol,Automatic,2020,3.5,221,6719,30700
Toyota Land Cruiser, suv / off-road        ,Diesel,Automatic,2014,3.0,140,105000,30999
Mercedes-Benz GLE350, suv / off-road        ,Diesel,Automatic,2015,3.0,190,173300,32200
Volvo XC90, suv / off-road        ,Petrol,Automatic,2017,2.0,,95451,33000
Mercedes-Benz C220, coupe        ,Diesel,Automatic,2019,2.1,125,19000,33990
BMW 730, saloon / sedan        ,Diesel,Automatic,2016,3.0,195,188000,34900
Lexus RX 450h, suv / off-road        ,Petrol / electricity,Automatic,2016,3.5,230,127428,35800
Mercedes-Benz E200, saloon / sedan        ,Diesel,Automatic,2019,2.0,118,32800,38000
Audi Q7, suv / off-road        ,Diesel,Automatic,2016,3.0,200,108000,38950
BMW 320, saloon / sedan        ,Petrol,Automatic,2020,2.0,135,12000,38992
BMW 320, wagon        ,Diesel,Automatic,2020,2.0,140,4000,40991
BMW 320, saloon / sedan        ,Diesel,Automatic,2019,2.0,140,23800,40993
Mercedes-Benz GLS550, suv / off-road        ,Petrol,Automatic,2017,suv,335,100000,41000
Lexus RX 450h, suv / off-road        ,Petrol / electricity,Automatic,2017,3.5,230,59817,42850
Land Rover Range Rover Velar, suv / off-road        ,Diesel,Automatic,2018,2.0,132,48500,43000
Mercedes-Benz GLE Coupe 350, suv / off-road        ,Diesel,Automatic,2016,3.0,190,117667,43667
BMW M550, saloon / sedan        ,Petrol,Automatic,2019,4.4,340,24000,44000
Maserati Levante, suv / off-road        ,Petrol,Automatic,2017,3.0,316,55000,44000
Maserati Levante, suv / off-road        ,Petrol,Automatic,2018,3.0,316,28500,45500
Audi A4, saloon / sedan        ,Petrol,Automatic,2019,2.0,140,800,45500
Audi Q7, suv / off-road        ,Diesel,Automatic,2018,3.0,200,79700,46900
Mercedes-Benz S500, saloon / sedan        ,Petrol,Automatic,2015,5.0,335,15000,52500
Audi Q8, suv / off-road        ,Petrol,Automatic,2019,3.0,250,17000,71000
Mercedes-Benz GLE350, suv / off-road        ,Diesel,Automatic,2020,2.9,200,19989,76900
